quantiles,structral_effect,composition_effect,total_effect,marginal_counterfactual
0.1,0.00760108259781456,0.127311355771976,0.134912438369791,2.05434643691753
0.2,0.0186393929927733,0.105378499084926,0.124017892077699,2.19946612199236
0.3,0.0279448076852988,0.113804311432886,0.141749119118185,2.33335262316548
0.4,0.0384772437945644,0.135387212837315,0.17386445663188,2.46756557734995
0.5,0.0521347341108647,0.163315222138157,0.215449956249022,2.61008147447986
0.6,0.0694677766344398,0.200194456714212,0.269662233348652,2.76909352473596
0.7,0.0899167385899968,0.245135886593284,0.335052625183281,2.95701790815595
0.8,0.110869721446954,0.299218141728593,0.410087863175547,3.19936138876822
0.9,0.111754927889534,0.401764583223149,0.513519511112683,3.60624000069922
