quantiles,structral_effect,composition_effect,total_effect,marginal_counterfactual
0.1,0.0994708374674698,0.0254112691941852,0.124882106661655,3.22458646142521
0.2,0.114398379471184,0.0105620112614244,0.124960390732608,3.40402827610904
0.3,0.12884775962022,0.00379515494324023,0.13264291456346,3.53234293825654
0.4,0.14334758148128,0.00178024658124665,0.145127828062527,3.64173735497161
0.5,0.157988645744638,0.00173622867080159,0.159724874415439,3.74207905680918
0.6,0.171755262804515,0.00449361121302339,0.176248874017539,3.83987997925591
0.7,0.186641601128742,0.00483831609446295,0.191479917223205,3.94165151311123
0.8,0.207938837061795,0.00627258335102443,0.21421142041282,4.05527457785247
0.9,0.239056796911197,-0.00877107306734626,0.230285723843851,4.22459472617911
