quantiles,structral_effect,composition_effect,total_effect,marginal_counterfactual
0.1,0.0999226716985375,0.0590030089506639,0.158925680649201,2.0606426258773
0.2,0.135974909247554,0.0706733212835187,0.206648230531072,2.22088839491241
0.3,0.171345073903906,0.109399637522682,0.280744711426588,2.36243771673298
0.4,0.202962736228625,0.154155471494776,0.357118207723401,2.50673101365773
0.5,0.228743541361625,0.214596533059406,0.443340074421031,2.66727348586421
0.6,0.233519477213432,0.295562023648262,0.529081500861694,2.85936955365391
0.7,0.208586088492893,0.394024847604247,0.60261093609714,3.09860395988823
0.8,0.148672093760979,0.503288908435006,0.651961002195985,3.41058012846845
0.9,0.0519291682136114,0.593414869982545,0.645344038196156,3.85911425704669
