total.effect,se.te,lb.te.point,ub.te.point,lb.te,ub.te,composition.effect,se.ce,lb.ce.point,ub.ce.point,lb.ce,ub.ce,structure.effect,se.se,lb.se.point,ub.se.point,lb.se,ub.se
0.163059905196504,0.00733711781244604,0.148679418533782,0.177440391859225,0.144132092857698,0.18198771753531,0.0579591710902316,0.00447912811037123,0.0491802413117631,0.0667381008687002,0.0465969097265144,0.0693214324539488,0.105100734106272,0.00644425989220752,0.0924702168105293,0.117731251402015,0.0898991075435065,0.120302360669037
0.148247225839212,0.00571678394156942,0.137042535206339,0.159451916472085,0.133499443890832,0.162995007787591,0.032598180503431,0.00423886718343477,0.0242901534886501,0.0409062075182119,0.0218453920951803,0.0433509689116817,0.115649045335781,0.00461012601401106,0.106613364384128,0.124684726287434,0.10477403171986,0.126524058951701
0.147270798443508,0.00536966807183804,0.136746442413771,0.157795154473246,0.133418483108865,0.161123113778151,0.0237389059592443,0.00409736715109704,0.0157082139116566,0.031769598006832,0.0133450624864316,0.034132749432057,0.123531892484264,0.00405820153292296,0.11557796363773,0.131485821330798,0.113958835957705,0.133104949010823
0.155060481505502,0.00518456109565101,0.144898928482378,0.165222034528625,0.141685692932379,0.168435270078624,0.0194649647693828,0.00391429074068051,0.0117930958926303,0.0271368336461352,0.00953553356016823,0.0293943959785973,0.135595516736119,0.00406847030022266,0.127621461475512,0.143569571996726,0.125998236797041,0.145192796675197
0.164888363155626,0.00497795908660169,0.155131742629373,0.174644983681879,0.152046552811294,0.177730173499958,0.0162983759065725,0.00371388956040651,0.0090192861256164,0.0235774656875285,0.0068773049254564,0.0257194468876885,0.148589987249053,0.00407651058852782,0.140600173312943,0.156579801185164,0.138973740747125,0.158206233750982
0.174353210305949,0.00485227062112794,0.164842934645296,0.183863485966601,0.161835642770367,0.18687077784153,0.0147041729484556,0.00357646866309365,0.00769442317695594,0.0217139227199553,0.00563169930897172,0.0237766465879395,0.159649037357493,0.00413571005706042,0.151543194595155,0.167754880119832,0.1498931428233,0.169404931891686
0.18678347788211,0.00490096437736253,0.177177764212966,0.196389191551254,0.174140293407611,0.199426662356609,0.0125921514355225,0.00333354218481563,0.00605852881233891,0.0191257740587061,0.00413591248956549,0.0210483903814795,0.174191326446588,0.00463590493631573,0.165105119735657,0.183277533157518,0.163255501883154,0.185127151010021
0.205892947314979,0.00528832801270417,0.195528014871644,0.216257879758313,0.192250467697067,0.219535426932891,0.0130685155947408,0.00348701824349366,0.00623408542405906,0.0199029457654225,0.00422295197469478,0.0219140792147867,0.192824431720238,0.00507523990306632,0.182877144297328,0.202771719143149,0.180852242048597,0.20479662139188
0.210835398168585,0.00675088103013008,0.197603914485615,0.224066881851554,0.193419920793647,0.228250875543523,-0.00253066364188026,0.00405954175274463,-0.0104872192709963,0.00542589198723582,-0.0128285549446107,0.00776722766085014,0.213366061810465,0.00691224509171228,0.199818310378395,0.226913813242535,0.197060485941065,0.229671637679864
