quantiles,structral_effect,composition_effect,total_effect,marginal_counterfactual
0.1,0.0145346105160948,0.17003351802029,0.184568128536385,2.84363714373154
0.2,-0.0602239533818407,0.174163767339789,0.113939813957948,3.23900538309756
0.3,-0.11534158814406,0.157609596427103,0.0422680082830427,3.52943206177649
0.4,-0.151835205860214,0.1349877910645,-0.0168474147957145,3.76977551090517
0.5,-0.177706128357334,0.113136730450918,-0.0645693979064164,3.99005821293328
0.6,-0.193366820769135,0.0914997638120472,-0.101867056957088,4.20836100351396
0.7,-0.196431885463507,0.072856242191067,-0.12357564327244,4.44021795682596
0.8,-0.180793830217727,0.0555313808225444,-0.125262449395183,4.7103455445548
0.9,-0.142747197681112,0.0298221615540921,-0.11292503612702,5.07777848630162
